profile_name,Origin_X,Origin_Y,Azimuth,Project,,NSOrder,,Station,,Street,Town,ProjDuneEl,ProjBermEl,ProjBermW,ClosureDep,MHW_Elev,MLW_Elev,StormLine,CSDPLine,
LBI293,"592,375.380","311,735.540",119.250,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,88,, ,,btw Cumberland & Union Ave,"Harvey Cedars, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI297,"592,212.520","311,444.690",119.250,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,89,, ,,Union Ave,"Harvey Cedars, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI300,"591,996.110","311,058.200",119.250,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,90,, ,,Bergen Ave,"Harvey Cedars, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI303,"591,886.810","310,863.010",119.250,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,91,, ,,btw Bergen & James St,"Harvey Cedars, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI307,"591,723.950","310,572.170",119.250,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,92,, ,,William St,"Harvey Cedars, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,Yes,
LBI310,"591,561.100","310,281.320",119.250,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,93,, ,,btw William & Lagoon Dr,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,Yes,
LBI313,"591,398.240","309,990.480",119.250,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,94,, ,,Lagoon dr,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI317,"591,235.390","309,699.640",119.250,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,95,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI320,"591,072.530","309,408.800",119.250,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,96,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI323,"590,909.170","309,118.240",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,97,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI327,"590,741.900","308,829.920",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,98,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI330,"590,574.620","308,541.600",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,99,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI333,"590,407.340","308,253.280",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,100,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI337,"590,240.060","307,964.960",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,101,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI340,"590,072.790","307,676.630",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,102,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI343,"589,905.510","307,388.310",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,103,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI347,"589,738.230","307,099.990",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,104,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI350,"589,570.950","306,811.670",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,105,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI353,"589,406.170","306,527.650",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,106,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI357,"589,241.390","306,243.630",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,107,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI360,"589,069.120","305,946.710",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,108,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI363,"588,906.930","305,667.150",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,109,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI367,"588,739.700","305,378.910",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,110,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI370,"588,567.290","305,081.740",120.120,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,111,, ,, ,"Long Beach Township, NJ (North Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI373,"588,405.120","304,802.500",120.150,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,112,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,Yes,
LBI377,"588,237.710","304,514.360",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,113,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI380,"588,064.980","304,217.050",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,114,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI383,"587,902.900","303,938.080",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,115,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI387,"587,735.490","303,649.940",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,116,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI390,"587,562.620","303,352.390",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,117,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI393,"587,400.680","303,073.660",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,118,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI397,"587,233.270","302,785.520",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,119,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI400,"587,060.260","302,487.740",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,120,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI403,"586,898.460","302,209.250",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,121,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI407,"586,731.050","301,921.110",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,122,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI410,"586,557.900","301,623.080",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,123,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI413,"586,396.240","301,344.830",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,124,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI417,"586,228.830","301,056.690",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,125,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI420,"586,055.530","300,758.420",120.160,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,126,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI423,"585,885.790","300,485.390",121.990,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,127,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI427,"585,708.310","300,203.340",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,128,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI430,"585,524.440","299,911.140",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,129,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI433,"585,353.350","299,639.250",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,130,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI437,"585,175.880","299,357.200",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,131,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI440,"584,991.860","299,064.760",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,132,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI443,"584,820.920","298,793.110",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,133,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI447,"584,643.440","298,511.060",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,134,, ,, ,"Surf City, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,Yes,
LBI450,"584,459.280","298,218.390",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,135,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,Yes,
LBI453,"584,288.480","297,946.970",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,136,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI457,"584,111.010","297,664.920",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,137,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI460,"583,926.690","297,372.010",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,138,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI463,"583,756.050","297,100.830",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,139,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI467,"583,578.570","296,818.780",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,140,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI470,"583,394.110","296,525.630",122.180,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,141,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI473,"583,230.170","296,250.740",120.370,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,142,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI477,"583,064.200","295,961.770",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,143,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI480,"582,891.560","295,661.190",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,144,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI483,"582,732.260","295,383.830",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,145,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI487,"582,566.290","295,094.860",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,146,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI490,"582,393.510","294,794.040",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,147,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI493,"582,234.350","294,516.920",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,148,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI497,"582,068.380","294,227.960",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,149,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI500,"581,895.460","293,926.890",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,150,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI503,"581,736.440","293,650.020",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,151,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI507,"581,570.470","293,361.050",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,152,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI510,"581,397.410","293,059.740",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,153,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI513,"581,238.530","292,783.110",119.870,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,154,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI517,"581,072.560","292,494.140",119.850,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,155,, ,, ,"Ship Bottom, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,Yes,
LBI520,"580,899.600","292,192.460",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,156,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,Yes,
LBI523,"580,741.600","291,915.640",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,157,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI527,"580,576.410","291,626.230",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,158,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI530,"580,403.890","291,323.970",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,159,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI533,"580,233.640","291,025.690",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,160,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI537,"580,080.840","290,757.980",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,161,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI540,"579,908.180","290,455.480",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,162,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI543,"579,750.460","290,179.150",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,163,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI547,"579,585.260","289,889.740",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,164,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI550,"579,412.470","289,587.000",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,165,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI553,"579,251.080","289,304.250",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,166,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI557,"579,089.690","289,021.490",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,167,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI560,"578,916.760","288,718.510",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,168,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI563,"578,759.310","288,442.660",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,169,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI567,"578,594.120","288,153.250",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,170,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI570,"578,421.050","287,850.020",119.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,171,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,Yes,
LBI573,"578,282.050","287,564.760",116.020,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,172,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,Yes,
LBI577,"578,136.600","287,264.940",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,173,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI580,"577,984.080","286,950.560",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,174,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI583,"577,845.690","286,665.300",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,175,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI587,"577,700.240","286,365.480",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,176,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI590,"577,547.600","286,050.850",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,177,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI593,"577,409.340","285,765.840",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,178,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI597,"577,263.880","285,466.020",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,179,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI600,"577,111.120","285,151.130",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,180,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI603,"576,972.980","284,866.370",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,181,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI607,"576,827.530","284,566.550",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,182,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI610,"576,674.650","284,251.420",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,183,, ,, ,"Long Beach Township, NJ (Brant Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI613,"576,536.620","283,966.910",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,184,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI617,"576,391.170","283,667.090",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,185,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI620,"576,238.170","283,351.700",115.880,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,186,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI623,"576,087.680","283,073.920",118.420,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,187,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI627,"575,928.500","282,781.150",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,188,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI630,"575,760.930","282,472.940",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,189,, ,, ,"Long Beach Township, NJ (Beach Haven Crest)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI633,"575,610.150","282,195.620",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,190,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI637,"575,450.970","281,902.850",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,191,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI640,"575,283.260","281,594.400",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,192,, ,, ,"Long Beach Township, NJ (Brighton Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI643,"575,132.620","281,317.320",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,193,, ,, ,"Long Beach Township, NJ (Brighton Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI647,"574,973.440","281,024.560",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,194,, ,, ,"Long Beach Township, NJ (Brighton Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI650,"574,805.600","280,715.860",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,195,, ,, ,"Long Beach Township, NJ (Brighton Beach)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI653,"574,655.080","280,439.020",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,196,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI657,"574,495.910","280,146.260",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,197,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI660,"574,327.930","279,837.320",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,198,, ,, ,"Long Beach Township, NJ (Peahala Park)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI663,"574,177.550","279,560.730",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,199,, ,, ,"Long Beach Township, NJ (Peahala Park)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI667,"574,018.370","279,267.960",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,200,, ,, ,"Long Beach Township, NJ (Peahala Park)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI670,"573,850.270","278,958.770",118.530,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,201,, ,, ,"Long Beach Township, NJ (Peahala Park)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI673,"573,690.920","278,687.650",120.720,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,202,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI677,"573,518.810","278,402.290",121.100,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,203,, ,, ,"Long Beach Township, NJ",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI680,"573,336.910","278,100.690",121.100,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,204,, ,, ,"Long Beach Township, NJ (Beach Haven Park)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI683,"573,174.600","277,831.580",121.100,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,205,, ,, ,"Long Beach Township, NJ (Beach Haven Park)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
LBI687,"573,002.490","277,546.220",121.100,"Barnegat Inlet to Little Egg Harbor Inlet, Long Beach Island, NJ",2,206,, ,, ,"Long Beach Township, NJ (Beach Haven Park)",22.00,8.00,40.00,0.00,1.5,-2.77,No,No,
