profile_name,Origin_X,Origin_Y,Azimuth,Project,,NSOrder,,Station,,Street,Town,ProjDuneEl,ProjBermEl,ProjBermW,ClosureDep,MHW_Elev,MLW_Elev,StormLine,CSDPLine,
LI048,"430,779.922","104,792.660",25.070,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,0,0,364+00,,Hereford Inlet,"Sea Isle City, NJ",0.00,0.00,0.00,0.00,0,-2.77,No,No,
LI047,"430,874.518","104,646.301",193.730,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,0,0,362+00,,Hereford Inlet,"Sea Isle City, NJ",0.00,0.00,0.00,0.00,0,-2.77,No,No,
OC138 (OC050),"460,882.310","151,387.830",131.440,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,39,39,238+00,,35th St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,Yes,
OC139 (OC051),"460,528.130","150,986.830",128.110,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,40,40,243+34,,36th St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,No,
OC140 (OC052),"459,805.470","150,073.570",128.120,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,41,41,254+99,,38th St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,No,
OC141 (OC053),"459,062.610","149,164.250",126.830,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,42,42,266+73,,40th St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,No,
OC142 (OC054),"458,388.720","148,264.490",126.840,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,43,43,277+97,,42nd St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,No,
OC143 (OC063),"457,907.500","147,621.800",126.828,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,44,44,286+00,,btw 43rd & 44th St.,"Ocean City, NJ",12.80,7.00,0.00,0.00,1.56,-2.25,No,No,
OC144 (OC055),"457,382.930","146,921.340",124.590,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,45,45,294+75,,45th St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,No,
OC145 (OC064),"456,914.600","146,242.300",124.592,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,46,46,303+00,,btw 46th & 47th St.,"Ocean City, NJ",12.80,7.00,0.00,0.00,1.56,-2.25,No,Yes,
OC146 (OC065),"456,346.800","145,419.000",124.592,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,47,47,313+00,,btw 48th & 49th St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,No,
OC147 (OC056),"455,792.300","144,614.720",124.590,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,48,48,322+77,,50th St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,No,
OC148 (OC066),"455,154.700","143,690.500",124.592,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,49,49,334+00,,52nd St.,"Ocean City, NJ",12.80,7.00,0.00,0.00,1.56,-2.25,No,No,
OC149 (OC057),"454,518.660","142,768.240",125.450,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,50,50,345+20,,54th St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,No,
OC150 (OC058),"453,869.530","141,857.110",125.450,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,51,51,356+39,,56th St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,No,
OC151 (OC067),"453,399.100","141,196.200",125.450,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,52,52,364+50,,btw 57th & 58th St.,"Ocean City, NJ",12.80,7.00,100.00,0.00,1.56,-2.25,No,No,
OC152 (OC059),"452,598.660","140,072.029",121.880,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,53,53,378+32,,State Park,"Ocean City, NJ",0.00,0.00,0.00,0.00,1.56,-2.25,No,Yes,
OC153 (OC068),"451,617.200","138,493.900",121.890,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,54,54,398+88,,State Park,"Ocean City, NJ",0.00,0.00,0.00,0.00,1.56,-2.25,No,No,
LI001,"448,794.853","134,498.893",29.590,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3001,3001,0+50,50,Corsons Inlet,"Upper Township, NJ (Strathmere)",0.00,0.00,0.00,0.00,1.58,-2.45,No,No,
LI002,"448,819.313","134,419.879",50.750,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3002,3002,2+50,250,Corsons Inlet,"Upper Township, NJ (Strathmere)",0.00,0.00,0.00,0.00,1.58,-2.45,No,No,
LI003,"448,908.712","134,399.759",75.860,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3003,3003,4+50,450,Corsons Inlet,"Upper Township, NJ (Strathmere)",0.00,0.00,0.00,0.00,1.58,-2.45,No,Yes,
LI004,"449,268.369","133,977.089",84.400,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3004,3004,9+50,950,Seaview Ave.,"Upper Township, NJ (Strathmere)",14.80,6.00,50.00,-7.00,1.58,-2.45,No,No,
LI005,"449,045.965","133,535.990",119.140,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3005,3005,14+50,1450,Winthrop Ave.,"Upper Township, NJ (Strathmere)",14.80,6.00,50.00,-11.00,1.58,-2.45,No,No,
LI006,"448,485.482","132,710.486",127.050,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3006,3006,24+50,2450,Whittier Ave.,"Upper Township, NJ (Strathmere)",14.80,6.00,50.00,-15.00,1.58,-2.45,No,No,
LI007,"447,868.048","131,892.676",127.050,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3007,3007,34+74,3474,Sumner Rd.,"Upper Township, NJ (Strathmere)",14.80,6.00,50.00,-15.00,1.58,-2.45,No,No,
LI008,"447,081.201","131,267.771",131.930,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3008,3008,45+23,4523,Prescott Rd.,"Upper Township, NJ (Strathmere)",14.80,6.00,50.00,-14.00,1.58,-2.45,No,No,
LI009,"446,407.211","130,529.031",132.380,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3009,3009,55+23,5523, ,"Upper Township, NJ (Strathmere)",14.80,6.00,50.00,-16.00,1.58,-2.45,No,No,
LI010,"445,729.165","129,785.846",127.560,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3010,3010,65+29,6529, ,"Upper Township, NJ (Strathmere)",14.80,6.00,50.00,-15.00,1.58,-2.45,No,No,
LI011,"445,119.531","128,993.163",127.560,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3011,3011,75+29,7529, ,"Upper Township, NJ (Strathmere)",14.80,6.00,50.00,-16.00,1.58,-2.45,No,No,
LI012,"444,509.898","128,200.479",127.560,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3012,3012,85+29,8529, ,"Upper Township, NJ (Strathmere)",14.80,6.00,50.00,-16.00,1.58,-2.45,No,No,
LI013,"443,913.504","127,398.391",123.200,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3013,3013,95+29,9529, ,"Upper Township, NJ (Strathmere)",14.80,6.00,50.00,-17.00,1.58,-2.77,No,Yes,
LI014,"443,365.966","126,561.611",123.200,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3014,3014,105+29,10529, ,"Sea Isle City, NJ",14.80,6.00,50.00,-18.00,1.58,-2.45,No,No,
LI015,"442,818.428","125,724.830",123.200,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3015,3015,115+29,11529, ,"Sea Isle City, NJ",14.80,6.00,50.00,-18.00,1.58,-2.45,No,No,
LI016,"442,290.187","124,876.435",118.860,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3016,3016,125+29,12529, ,"Sea Isle City, NJ",14.80,6.00,50.00,-19.00,1.58,-2.45,No,No,
LI017,"441,807.453","124,000.667",118.860,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3017,3017,135+29,13529, ,"Sea Isle City, NJ",14.80,6.00,50.00,-19.00,1.58,-2.45,No,No,
LI018,"441,345.830","123,113.955",115.950,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3018,3018,145+29,14529, ,"Sea Isle City, NJ",14.80,6.00,50.00,-19.00,1.58,-2.45,No,No,
LI019,"440,909.670","122,214.095",115.460,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3019,3019,155+29,15529, ,"Sea Isle City, NJ",14.80,6.00,50.00,-21.00,1.58,-2.45,No,No,
LI020,"440,479.779","121,311.215",115.460,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3020,3020,165+29,16529,btw 24th & 25th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-28.00,1.58,-2.45,No,No,
LI021,"440,157.360","120,634.054",115.460,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3021,3021,172+79,17279,27th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-27.00,1.58,-2.45,No,No,
LI022,"439,834.942","119,956.894",115.460,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3022,3022,180+29,18029,btw 29th & 30th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-25.00,1.58,-2.45,No,No,
LI023,"439,552.682","119,364.077",120.700,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3023,3023,186+86,18686,32nd St.,"Sea Isle City, NJ",14.80,6.00,50.00,-30.00,1.58,-2.45,No,No,
LI024,"439,195.313","118,762.174",120.700,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3024,3024,193+86,19386,btw 34th & 35th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-29.00,1.58,-2.45,No,No,
LI025,"438,812.417","118,117.278",120.700,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3025,3025,201+36,20136,btw 37th & 38th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-28.00,1.58,-2.45,No,No,
LI026,"438,506.101","117,601.361",120.700,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3026,3026,207+36,20736,btw 39th & 40th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-27.00,1.58,-2.45,No,No,
LI027,"437,995.574","116,741.499",120.700,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3027,3027,217+36,21736,btw 42nd & 43rd St.,"Sea Isle City, NJ",14.80,6.00,50.00,-24.00,1.58,-2.45,No,No,
LI028,"437,511.872","115,926.821",120.700,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3028,3028,226+83,22683,46th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-22.00,1.58,-2.45,No,Yes,
LI029,"437,039.875","115,194.560",122.800,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3029,3029,235+54,23554,49th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-21.00,1.58,-2.45,No,No,
LI030,"436,775.018","114,770.472",121.990,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3030,3030,240+54,24054,51st St.,"Sea Isle City, NJ",14.80,6.00,50.00,-22.00,1.58,-2.45,No,No,
LI031,"436,245.304","113,922.295",121.990,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3031,3031,250+54,25054,btw 54th & 55th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-22.00,1.58,-2.45,No,No,
LI032,"435,760.722","113,048.781",116.630,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3032,3032,260+34,26034,58th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-18.00,1.58,-2.45,No,No,
LI033,"435,491.800","112,512.423",116.630,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3033,3033,266+54,26654,60th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-18.00,1.58,-2.45,No,No,
LI034,"435,089.569","111,597.311",112.850,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3034,3034,276+54,27654,btw 63rd & 64th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-18.00,1.58,-2.45,No,No,
LI035,"434,856.557","111,044.405",112.850,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3035,3035,282+54,28254,66th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-18.00,1.58,-2.45,No,No,
LI036,"434,495.563","110,187.815",112.850,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3036,3036,291+84,29184,69th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-18.00,1.58,-2.45,No,No,
LI037,"434,146.823","109,250.591",110.410,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3037,3037,301+84,30184,74th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-18.00,1.58,-2.45,No,No,
LI038,"433,937.579","108,688.259",110.410,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3038,3038,307+84,30724,76th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-18.00,1.58,-2.45,No,No,
LI039,"433,583.356","107,753.198",112.560,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3039,3039,317+84,31784,btw 79th & 80th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-16.00,1.58,-2.45,No,No,
LI040,"433,314.849","107,106.747",112.560,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3040,3040,324+84,32484,82nd St.,"Sea Isle City, NJ",14.80,6.00,50.00,-16.00,1.58,-2.45,No,No,
LI041,"432,875.721","106,233.190",118.250,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3041,3041,334+63,33463,86th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-14.00,1.58,-2.45,No,No,
LI042,"432,475.142","105,601.921",128.980,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3042,3042,342+12,34212,89th St.,"Sea Isle City, NJ",14.80,6.00,50.00,-10.00,1.58,-2.45,No,No,
LI043,"432,133.294","105,179.528",128.980,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3043,3043,347+56,34756,91st St.,"Sea Isle City, NJ",14.80,6.00,50.00,-6.00,1.58,-2.45,No,No,
LI044,"431,803.300","104,882.400",138.000,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3044,3044,352+00,35200,93rd St.,"Sea Isle City, NJ",14.80,6.00,50.00,-6.00,1.56,-2.45,No,No,
LI045,"431,335.793","104,728.189",161.990,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3045,3045,357+00,35700,Townsends Inlet,"Sea Isle City, NJ",14.80,0.00,0.00,-25.00,1.58,-2.45,No,Yes,
LI046,"431,094.487","104,627.226",193.730,"Great Egg Harbor Inlet to Townsends Inlet, NJ",6,3046,3046,359+73,35973,Townsends Inlet,"Sea Isle City, NJ",14.80,0.00,0.00,-65.00,1.58,-2.45,No,No,
SM002,"433,459.900","99,725.550",123.290,"Townsends Inlet to Cape May Inlet, NJ",7,2,2,19+08,1908,9th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM003,"433,466.700","99,644.360",115.350,"Townsends Inlet to Cape May Inlet, NJ",7,3,3,20+00,2000,9th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,Yes,
SM004,"433,252.600","99,192.520",115.350,"Townsends Inlet to Cape May Inlet, NJ",7,4,4,25+00,2500,11th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM005,"433,130.500","98,934.910",122.560,"Townsends Inlet to Cape May Inlet, NJ",7,5,5,27+85,2785,12th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM006,"433,038.500","98,740.670",115.350,"Townsends Inlet to Cape May Inlet, NJ",7,6,6,30+00,3000,13th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM007,"432,883.000","98,412.610",124.100,"Townsends Inlet to Cape May Inlet, NJ",7,7,7,33+63,3363,14th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM008,"432,807.900","98,298.160",123.830,"Townsends Inlet to Cape May Inlet, NJ",7,8,8,35+00,3500,btw 14th & 15th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM009,"432,557.540","97,924.230",123.830,"Townsends Inlet to Cape May Inlet, NJ",7,9,9,39+50,3950,16th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM010,"432,423.600","97,724.800",123.880,"Townsends Inlet to Cape May Inlet, NJ",7,10,10,41+90,4190,17th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM011,"432,251.200","97,467.500",123.830,"Townsends Inlet to Cape May Inlet, NJ",7,11,11,45+00,4500,18th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM012,"431,972.800","97,052.170",123.830,"Townsends Inlet to Cape May Inlet, NJ",7,12,12,50+00,5000,20th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM013,"431,846.200","96,881.380",123.600,"Townsends Inlet to Cape May Inlet, NJ",7,13,13,52+13,5213,btw 20th & 21st St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM014,"431,670.600","96,653.950",127.660,"Townsends Inlet to Cape May Inlet, NJ",7,14,14,55+00,5500,btw 21st & 22nd St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM015,"431,442.900","96,358.970",124.580,"Townsends Inlet to Cape May Inlet, NJ",7,15,15,58+73,5873,23rd St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM016,"431,365.100","96,258.140",127.660,"Townsends Inlet to Cape May Inlet, NJ",7,16,16,60+00,6000,btw 23rd & 24th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM017,"431,059.600","95,862.340",127.660,"Townsends Inlet to Cape May Inlet, NJ",7,17,17,65+00,6500,25th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM018,"430,533.400","95,287.400",123.420,"Townsends Inlet to Cape May Inlet, NJ",7,18,18,72+90,7290,28th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM060,"430,135.390","94,958.790",127.100,"Townsends Inlet to Cape May Inlet, NJ",7,19,19,78+00,7800,28th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31, ,No,
SM019,"429,806.500","94,687.240",126.600,"Townsends Inlet to Cape May Inlet, NJ",7,20,20,82+27,8227,31st St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM061,"429,364.820","94,321.450",127.100,"Townsends Inlet to Cape May Inlet, NJ",7,21,21,88+00,8800,33rd St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31, ,No,
SM020,"428,931.400","93,943.370",127.580,"Townsends Inlet to Cape May Inlet, NJ",7,22,22,93+75,9375,35th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM062,"428,611.270","93,664.070",127.300,"Townsends Inlet to Cape May Inlet, NJ",7,23,23,98+00,9800,btw 36th & 37th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31, ,No,
SM021,"428,460.600","93,532.600",138.900,"Townsends Inlet to Cape May Inlet, NJ",7,24,24,100+00,10000,btw 37th & 38th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM063,"428,083.780","93,203.900",127.300,"Townsends Inlet to Cape May Inlet, NJ",7,25,25,105+00,10500,39th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31, ,No,
SM022,"427,145.800","92,057.130",126.950,"Townsends Inlet to Cape May Inlet, NJ",7,26,26,119+86,11986,44th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM064,"426,836.480","91,647.130",127.000,"Townsends Inlet to Cape May Inlet, NJ",7,27,27,125+00,12500,46th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31, ,No,
SM065,"426,535.320","91,248.000",127.000,"Townsends Inlet to Cape May Inlet, NJ",7,28,28,130+00,13000,48th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31, ,No,
SM066,"426,234.160","90,848.870",127.000,"Townsends Inlet to Cape May Inlet, NJ",7,29,29,135+00,13500,btw 49th & 50th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31, ,No,
SM023,"425,933.100","90,449.820",127.040,"Townsends Inlet to Cape May Inlet, NJ",7,30,30,140+00,14000,btw 51st & 52nd St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM024,"424,806.400","88,952.100",123.750,"Townsends Inlet to Cape May Inlet, NJ",7,31,31,158+74,15874,58th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM025,"423,478.300","86,837.890",120.100,"Townsends Inlet to Cape May Inlet, NJ",7,32,32,183+71,28371,67th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM026,"423,143.700","86,305.310",122.140,"Townsends Inlet to Cape May Inlet, NJ",7,33,33,190+00,19000,69th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM027,"422,638.700","85,442.680",118.670,"Townsends Inlet to Cape May Inlet, NJ",7,34,34,200+00,20000,73rd St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM028,"422,159.000","84,565.260",118.670,"Townsends Inlet to Cape May Inlet, NJ",7,35,35,210+00,21000,btw 76th & 77th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM029,"421,919.200","84,126.550",115.160,"Townsends Inlet to Cape May Inlet, NJ",7,36,36,215+00,21500,78th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM030,"421,709.000","83,671.580",115.160,"Townsends Inlet to Cape May Inlet, NJ",7,37,37,220+00,22000,80th St,"Avalon, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,Yes,
SM031,"421,496.900","83,219.980",115.160,"Townsends Inlet to Cape May Inlet, NJ",7,38,38,225+00,225000,Stone Harbor Rec Center,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM032,"421,284.300","82,767.430",115.160,"Townsends Inlet to Cape May Inlet, NJ",7,39,39,230+00,23000,btw 83rd & 84th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM033,"421,071.700","82,314.880",115.160,"Townsends Inlet to Cape May Inlet, NJ",7,40,40,235+00,23500,85th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,0,-2.31,No,No,
SM034,"420,827.300","81,879.630",122.020,"Townsends Inlet to Cape May Inlet, NJ",7,41,41,240+00,24000,87th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM035,"420,562.200","81,455.700",122.020,"Townsends Inlet to Cape May Inlet, NJ",7,42,42,245+00,24500,89th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM036,"420,297.100","81,031.770",122.020,"Townsends Inlet to Cape May Inlet, NJ",7,43,43,250+00,25000,btw 90th & 91st St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM037,"420,032.000","80,607.830",122.020,"Townsends Inlet to Cape May Inlet, NJ",7,44,44,255+00,25500,btw 92nd & 93rd St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM038,"419,760.700","80,187.910",123.440,"Townsends Inlet to Cape May Inlet, NJ",7,45,45,260+00,26000,94th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM039,"419,485.200","79,770.650",123.440,"Townsends Inlet to Cape May Inlet, NJ",7,46,46,265+00,26500,96th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM040,"419,209.700","79,353.400",123.440,"Townsends Inlet to Cape May Inlet, NJ",7,47,47,270+00,27000,btw 97trh & 98th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM041,"418,934.200","78,936.150",123.440,"Townsends Inlet to Cape May Inlet, NJ",7,48,48,275+00,27500,btw 99th & 100th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM042,"418,663.700","78,515.570",122.420,"Townsends Inlet to Cape May Inlet, NJ",7,49,49,280+00,28000,btw 101st & 102nd St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM043,"418,395.700","78,093.490",122.420,"Townsends Inlet to Cape May Inlet, NJ",7,50,50,285+00,28500,103rd St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM044,"418,127.600","77,671.400",122.420,"Townsends Inlet to Cape May Inlet, NJ",7,51,51,290+00,29000,105th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM045,"417,852.600","77,254.020",124.820,"Townsends Inlet to Cape May Inlet, NJ",7,52,52,295+00,29500,btw 106th & 107th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM046,"417,567.100","76,843.560",124.820,"Townsends Inlet to Cape May Inlet, NJ",7,53,53,300+00,30000,btw 108th & 109th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM047,"417,281.600","76,433.090",124.820,"Townsends Inlet to Cape May Inlet, NJ",7,54,54,305+00,30500,110th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM048,"416,996.100","76,022.620",124.820,"Townsends Inlet to Cape May Inlet, NJ",7,55,55,310+00,31000,btw 112th & 113th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM049,"416,719.900","75,629.960",117.100,"Townsends Inlet to Cape May Inlet, NJ",7,56,56,314+80,31480,btw 113th & 114th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM050,"416,416.400","75,207.790",125.710,"Townsends Inlet to Cape May Inlet, NJ",7,57,57,320+00,32000,btw 115th & 116th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM051,"416,124.600","74,801.800",125.710,"Townsends Inlet to Cape May Inlet, NJ",7,58,58,325+00,32500,117th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM052,"415,832.700","74,395.820",125.710,"Townsends Inlet to Cape May Inlet, NJ",7,59,59,330+00,33000,119th St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM053,"415,576.000","73,969.110",115.380,"Townsends Inlet to Cape May Inlet, NJ",7,60,60,335+00,33500,121st St,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
SM054,"415,361.700","73,517.370",115.380,"Townsends Inlet to Cape May Inlet, NJ",7,61,61,340+00,34000,End of Development - Ocean,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,Yes,
SM055,"415,147.700","73,065.480",115.380,"Townsends Inlet to Cape May Inlet, NJ",7,62,62,345+00,34500,End of Development - Ocean,"Stone Harbor, NJ",14.75,7.25,50.00,-25.00,1.65,-2.31,No,No,
